,ip,app,device,os,channel,is_attributed,days,hours,minutes,seconds
605,93587,18,1,13,134,0,9,14,34,28
606,47145,11,1,13,319,0,7,7,27,17
607,260488,32,1,23,376,0,8,6,15,13
608,166986,20,1,13,259,0,7,4,14,58
609,8005,12,1,18,105,0,9,7,22,29
610,28110,15,1,25,265,0,9,14,31,31
611,49754,3,1,13,137,0,7,10,24,9
612,110325,10,1,19,317,0,9,7,14,12
613,72467,15,1,41,386,0,8,8,6,22
614,40045,2,1,8,377,0,7,16,22,23
615,92834,2,1,19,477,0,8,7,51,12
616,119008,12,1,22,265,0,8,14,8,23
617,178522,9,1,18,442,0,7,5,43,1
618,47140,12,1,30,265,0,8,2,59,8
619,342636,15,1,31,379,0,9,2,46,27
620,131492,14,1,22,480,0,6,23,48,17
621,76181,2,1,23,122,0,9,12,53,16
622,20449,15,1,19,245,0,7,12,32,7
623,59903,12,1,19,178,0,8,7,23,34
624,144208,9,1,13,442,0,7,16,7,52
625,13212,11,1,19,469,0,9,3,27,33
626,97883,2,1,35,435,0,9,6,35,21
627,552,12,1,13,259,0,9,5,31,36
628,63787,13,1,18,400,0,7,5,18,18
629,59910,18,1,19,121,0,7,14,18,1
630,35705,12,1,19,328,0,7,6,6,20
631,67467,12,1,17,124,0,9,1,59,6
632,33762,64,1,13,459,0,9,0,32,55
633,78787,18,1,22,134,0,8,13,28,22
634,16478,9,1,19,334,0,8,7,2,22
635,63516,9,1,19,234,0,8,13,14,18
636,81522,64,1,27,459,0,7,6,16,51
637,21126,6,1,13,459,0,9,9,10,1
638,12543,2,1,2,477,0,8,17,55,55
639,203499,12,1,13,122,0,7,17,39,34
640,66918,18,1,79,121,0,9,15,45,32
641,95585,3,1,43,409,0,8,22,25,54
642,47293,25,1,18,259,0,8,3,19,51
643,219,9,1,19,232,0,7,15,38,7
644,116253,3,1,15,424,0,9,10,0,42
645,167368,2,1,15,236,0,8,15,29,46
646,27083,15,1,30,278,0,8,20,32,32
647,106143,3,1,31,280,0,7,12,37,56
648,213289,13,1,13,477,0,9,0,22,27
649,15251,12,1,22,19,0,9,0,53,32
650,56516,19,7,21,282,0,8,11,30,41
651,40838,2,1,14,377,0,7,4,48,6
652,124763,12,1,18,140,0,7,2,39,32
653,85107,3,1,2,379,0,9,6,14,21
654,125355,7,1,13,101,0,7,10,34,14
655,147865,3,1,22,280,0,9,2,21,30
656,58415,3,1,41,280,0,9,0,59,51
657,8482,3,1,25,211,0,8,17,28,12
658,83252,7,1,13,101,0,7,10,57,19
659,111299,26,1,13,121,0,7,6,3,44
660,85536,15,1,17,140,0,8,15,40,33
661,15360,2,1,14,237,0,9,6,57,32
662,49783,12,1,19,409,0,8,9,28,9
663,48282,18,3866,866,107,0,9,10,23,51
664,14764,18,1,19,107,0,7,22,8,7
665,80331,12,1,17,409,0,7,13,11,18
666,97684,12,1,19,265,0,7,15,38,29
667,227493,18,1,1,107,0,8,1,20,40
668,3649,13,1,53,477,0,7,3,56,17
669,125837,3,1,14,173,0,7,15,54,53
670,92964,12,1,13,178,0,8,6,13,42
671,16535,3,1,64,280,0,8,11,27,23
672,28627,2,1,19,243,0,9,5,52,41
673,110596,3,1,19,280,0,7,11,21,18
674,1195,17,1,10,280,0,8,2,52,6
675,4570,32,1,15,376,0,9,3,42,37
676,146717,9,1,13,134,0,7,13,10,50
677,20593,18,1,3,107,0,9,2,25,15
678,259170,3,1,35,280,0,8,3,5,44
679,25097,2,1,10,205,0,6,17,16,56
680,108858,6,1,25,125,0,7,12,13,37
681,188580,21,1,3,128,0,9,1,2,35
682,105748,3,1,17,30,0,8,2,48,32
683,67197,12,1,41,340,0,8,10,39,48
684,183032,3,1,13,379,0,7,0,16,3
685,94877,9,1,22,334,0,8,12,5,53
686,196951,14,1,25,349,0,8,8,33,24
687,29943,18,1,13,107,0,9,10,18,34
688,264419,6,1,19,459,0,8,8,4,13
689,211520,2,1,10,469,0,7,12,33,5
690,17899,6,1,19,459,0,9,7,40,38
691,100510,2,1,19,435,0,7,12,38,49
692,12828,26,1,13,266,0,7,13,19,5
693,120005,12,1,53,245,0,9,5,26,3
694,29290,18,1,13,107,0,7,2,28,4
695,95766,15,1,47,245,0,8,7,59,52
696,88143,27,1,27,153,0,7,0,56,44
697,159329,3,1,19,280,0,8,6,59,47
698,74306,25,1,37,259,0,7,23,18,52
699,105587,9,1,14,466,0,9,0,40,23
700,93620,202,1,22,421,0,7,12,36,15
701,140653,1,1,13,178,0,7,2,38,42
702,44490,1,1,17,153,0,8,10,14,9
703,60131,3,1,19,280,0,8,0,51,18
704,119347,2,1,19,258,0,8,12,32,52
705,111025,18,1,13,107,0,8,16,10,54
706,23544,26,1,37,121,0,8,2,33,15
707,119901,14,1,19,208,0,7,0,33,39
708,100393,3,2,58,402,0,9,14,16,13
709,166224,10,1,25,113,0,6,23,30,3
710,203958,18,1,1,107,0,9,10,48,30
711,50983,32,1,19,376,0,7,8,44,37
712,14271,3,1,13,409,0,8,4,21,38
713,67188,3,1,19,211,0,7,3,11,3
714,210014,2,1,18,477,0,7,12,41,15
715,152055,11,1,53,469,0,8,11,16,31
716,7565,2,1,37,237,0,8,5,31,3
717,125205,2,1,13,477,0,8,19,5,19
718,123623,7,1,13,101,0,9,2,15,14
719,177104,2,1,19,469,0,9,0,32,12
720,116677,21,1,19,128,0,7,3,17,13
721,5348,1,1,30,115,0,9,12,45,38
722,118094,3,1,9,409,0,9,2,31,14
723,25737,2,1,19,205,0,7,13,35,58
724,1462,12,1,17,328,0,8,0,32,50
725,84107,12,1,19,178,0,7,7,28,51
726,49407,15,2,36,3,0,8,23,36,16
727,95820,19,0,50,213,0,9,10,18,25
728,101690,15,1,17,153,0,7,6,28,49
729,135920,11,1,19,173,0,7,10,3,18
730,125730,12,1,22,409,0,7,6,34,3
731,70683,28,1,13,135,0,7,16,11,30
732,28221,3,1,31,480,0,7,10,34,35
733,116597,2,1,15,219,0,9,12,33,15
734,74515,22,1,18,116,0,9,2,48,35
735,133128,12,1,19,19,0,8,14,52,42
736,8625,9,1,18,232,0,7,13,34,20
737,32799,14,1,19,379,0,9,11,10,33
738,42821,3,1,32,211,0,7,5,23,56
739,33181,15,1,18,245,0,7,10,39,28
740,65676,7,2,13,101,0,9,10,30,57
741,333962,3,1,17,280,0,9,2,4,14
742,34067,1,1,22,452,0,9,3,33,1
743,157414,3,1,19,280,0,7,6,35,34
744,95820,21,1,13,128,0,6,22,38,54
745,37506,14,1,17,489,0,8,8,21,29
746,97444,14,1,18,349,0,8,14,7,48
747,121256,3,1,8,280,0,9,1,37,48
748,204209,12,1,13,265,0,6,22,31,39
749,974,21,1,19,128,0,9,5,51,54
750,78809,3,1,19,280,0,8,11,57,32
751,7246,12,1,19,259,0,7,18,57,51
752,73516,9,1,35,466,0,8,10,30,7
753,111121,12,1,13,178,0,7,2,52,8
754,95766,12,1,10,140,0,6,23,13,37
755,338130,3,1,13,280,0,9,5,28,30
756,70097,2,1,19,219,0,9,5,21,16
757,55977,11,1,19,319,0,7,9,27,41
758,89778,21,1,22,128,0,7,16,24,40
759,111438,18,1,19,121,0,7,13,9,18
760,125288,12,1,13,328,0,8,23,34,57
761,41113,23,1,17,153,0,7,2,22,42
762,102880,15,2,2,265,0,7,5,57,2
763,37703,14,1,13,416,0,8,0,36,28
764,32577,14,1,15,489,0,8,5,1,16
765,16916,21,1,47,128,0,7,0,47,37
766,106063,18,1,19,134,0,7,7,46,57
767,131278,70,0,24,243,0,8,0,45,52
768,61780,22,1,19,496,0,7,5,52,34
769,27027,14,1,17,401,0,8,13,45,12
770,37437,3,1,19,280,0,9,3,39,52
771,14290,23,1,19,153,0,7,6,20,14
772,100309,12,1,13,265,0,9,13,32,11
773,46416,11,1,13,325,0,7,13,57,31
774,48240,3,1,13,205,0,9,1,20,36
775,27234,24,1,19,105,0,7,12,54,24
776,5314,15,1,22,153,0,9,15,32,21
777,102515,21,1,19,128,0,7,9,54,10
778,34492,25,1,22,259,0,9,12,13,37
779,75171,2,1,19,435,0,7,22,28,20
780,48104,3,1,1,137,0,8,0,56,44
781,73994,3,1,19,115,0,7,19,58,40
782,256144,3,1,12,371,0,8,0,25,33
783,75786,15,1,49,245,0,8,16,55,55
784,39834,1,1,19,134,0,8,13,49,10
785,3591,3,1,19,173,0,8,5,47,44
786,48384,36,1,13,373,0,7,13,41,32
787,86105,3,1,13,317,0,8,7,25,9
788,23203,18,1,19,107,0,7,12,58,28
789,40342,3,1,35,280,0,8,7,22,16
790,40924,8,1,16,145,0,8,10,32,20
791,87783,3,1,37,280,0,7,0,45,31
792,105216,18,3543,748,107,0,7,16,41,50
793,121209,2,1,37,237,0,9,7,7,18
794,59899,27,1,17,153,0,8,23,19,39
795,203031,9,1,12,442,0,7,10,19,17
796,198652,1,1,17,134,0,7,1,27,22
797,102917,3,1,13,280,0,8,11,10,14
798,45587,2,1,17,477,0,7,14,42,20
799,168236,14,1,16,401,0,8,6,28,10
800,31221,9,1,13,134,0,8,17,58,37
801,62140,3,1,13,280,0,7,2,43,24
802,54014,3,1,19,280,0,7,1,29,17
803,36750,14,1,19,379,0,8,3,55,51
804,207370,3,1,13,280,0,7,8,59,30
805,148601,14,1,13,134,0,9,2,14,17
806,118098,21,1,17,128,0,7,0,18,52
807,48212,2,1,13,237,0,9,6,10,58
808,120709,3,1,6,135,0,9,12,42,35
809,25057,2,1,17,205,0,8,1,28,58
810,154226,6,1,42,125,0,8,9,53,13
811,25544,23,1,16,153,0,8,14,43,46
812,16287,21,1,13,232,0,8,3,41,30
813,130973,3,1,22,489,0,7,4,33,56
814,68707,12,1,16,178,0,8,4,52,16
815,91758,26,1,18,262,0,8,11,24,9
816,5314,21,2,47,128,0,8,11,52,26
817,20165,12,1,13,326,0,9,0,46,26
818,114939,15,1,13,386,0,8,1,40,37
819,73065,12,1,66,19,0,6,18,18,53
820,65113,26,1,19,266,0,9,11,35,29
821,45841,1,1,27,153,0,8,2,18,59
822,115585,3,1,17,280,0,7,2,6,37
823,50312,15,1,19,379,0,8,7,20,59
824,106537,2,1,19,477,0,9,7,19,12
825,15680,14,1,13,489,0,9,14,53,42
826,89637,3,1,25,211,0,9,9,18,45
827,133435,12,1,17,245,0,7,20,11,42
828,41232,21,2,18,128,0,8,6,43,52
829,101214,2,1,6,205,0,7,15,20,1
830,192149,18,1,16,121,0,7,10,47,18
831,277831,3,1,18,442,0,8,6,51,51
832,67439,12,1,13,259,0,9,6,1,20
833,100393,15,1,25,386,0,7,14,18,45
834,81643,25,1,13,259,0,6,16,46,47
835,106292,14,1,13,463,0,7,12,40,24
836,167013,1,1,17,439,0,7,14,33,47
837,116355,18,1,18,439,0,7,1,41,42
838,25057,12,1,9,245,0,9,2,32,57
839,18434,7,1,13,101,0,8,12,42,0
840,166160,12,1,15,105,0,9,13,1,46
841,3461,14,1,57,224,0,6,20,50,15
842,27232,2,1,19,237,0,8,9,25,47
843,135457,18,1,19,134,0,8,7,13,23
844,106200,12,1,15,328,0,9,7,2,16
845,31959,9,2,17,215,0,9,3,27,3
846,175854,12,2,9,259,0,6,16,57,10
847,119369,14,1,23,480,0,9,13,2,37
848,58415,22,2,13,496,0,7,5,13,42
849,93054,2,1,6,477,0,8,3,15,33
850,125549,9,1,13,334,0,8,0,16,22
851,46943,14,1,14,439,0,9,0,52,52
852,42237,3,1,13,280,0,8,14,34,51
853,80058,23,1,13,153,0,7,4,21,59
854,45843,9,1,18,442,0,7,16,41,30
855,79834,17,1,8,128,0,9,15,16,8
856,102315,3,1,53,280,0,7,6,54,43
857,31444,18,1,13,107,0,7,13,30,7
858,43112,8,1,19,145,0,9,6,35,49
859,121472,15,1,19,412,0,7,13,20,56
860,63787,9,1,19,244,0,7,14,11,29
861,170923,13,1,17,400,0,8,0,47,48
862,123701,14,1,22,439,0,9,12,19,29
863,112525,12,1,13,265,0,8,9,28,56
864,6414,18,2,10,121,0,9,15,33,38
865,8992,14,1,19,379,0,6,17,59,45
866,353020,7,2,15,101,0,9,11,26,4
867,181611,23,1,20,153,0,7,1,5,8
868,111087,3,1,13,211,0,8,13,55,18
869,79425,6,1,41,125,0,8,0,22,5
870,259567,20,1,22,259,0,8,8,38,33
871,49582,3,1,18,280,0,8,7,11,39
872,52288,12,2,13,265,0,8,10,16,7
873,228902,9,1,13,391,0,8,4,5,50
874,45121,5,1,22,377,0,8,11,32,25
875,255687,3,1,13,280,0,8,7,57,34
876,272070,18,1,15,107,0,8,3,1,43
877,200058,2,1,19,212,0,7,10,51,34
878,156575,24,1,35,178,0,9,14,12,26
879,117923,14,1,19,379,0,8,14,36,24
880,49602,15,1,18,245,0,7,12,37,46
881,119848,23,1,22,153,0,8,0,33,45
882,105475,14,1,20,480,0,8,8,36,9
883,64502,9,1,13,215,0,8,12,26,2
884,95463,12,1,18,259,0,9,5,29,6
885,70308,32,1,64,376,0,7,5,46,9
886,63712,3,1,18,211,0,8,12,7,11
887,102129,9,1,13,244,0,8,9,56,3
888,13579,3,1,17,280,0,8,6,34,18
889,48969,15,1,9,245,0,7,4,12,58
890,31440,3,1,8,442,0,7,12,12,48
891,285594,2,1,3,205,0,9,5,47,54
892,81513,3,1,17,137,0,8,13,44,16
893,108803,2,1,6,435,0,7,14,25,29
894,45117,3,1,13,280,0,7,10,28,35
895,2761,7,1,19,101,0,7,11,7,17
896,202675,18,1,13,376,0,7,2,19,49
897,38666,2,1,20,122,0,8,23,57,44
898,150157,23,1,8,153,0,9,6,49,2
899,199908,18,1,19,107,0,7,9,16,0
900,170136,15,1,18,245,0,8,14,10,7
901,187854,1,1,19,153,0,9,4,35,34
902,118229,9,1,19,258,0,7,3,0,7
903,12402,14,1,19,480,0,8,11,59,18
904,38609,3,1,10,280,0,8,11,14,2
905,4988,3,1,10,280,0,9,3,49,44
906,118019,3,1,11,280,0,8,4,3,19
907,149556,18,1,22,134,0,9,10,53,21
908,144825,3,1,47,173,0,7,4,4,11
909,226914,15,1,20,412,0,8,14,30,36
910,18075,13,1,13,477,0,9,1,35,33
911,48337,18,1,23,134,0,7,8,13,5
912,26350,11,1,36,319,0,7,10,47,11
913,95766,18,1,41,134,0,8,4,57,3
914,34944,12,1,11,497,0,9,13,26,49
915,1815,2,1,15,435,0,8,16,7,12
916,12379,3,1,17,280,0,7,11,47,29
917,91712,2,1,10,205,0,8,5,59,24
918,41463,2,1,11,469,0,7,11,2,5
919,55729,12,1,19,178,0,9,12,57,45
920,142636,26,1,14,121,0,7,0,33,13
921,2714,9,1,13,215,0,8,10,28,57
922,93230,2,1,17,205,0,8,22,49,23
923,54525,3,1,13,379,0,7,3,19,43
924,5314,14,1,22,113,0,8,2,9,43
925,206430,3,1,19,402,0,7,3,52,3
926,38069,8,1,19,145,0,7,8,28,45
927,51495,14,1,19,379,0,7,9,49,17
928,59508,11,1,9,122,0,7,3,37,1
929,21403,9,1,27,448,0,9,5,5,29
930,76822,2,1,13,477,0,9,6,52,20
931,41584,3,1,19,409,0,8,15,34,49
932,103147,9,1,19,445,0,8,6,10,50
933,129667,9,1,6,215,0,8,0,25,41
934,307445,28,1,13,135,0,8,22,1,49
935,42149,2,1,3,435,0,9,4,37,11
936,168178,3,1,14,280,0,7,4,35,27
937,67910,12,1,14,481,0,9,2,28,25
938,77117,27,1,19,153,0,9,2,59,19
939,158491,14,1,19,134,0,7,14,22,11
940,111025,28,1,58,135,0,7,5,34,23
941,39561,18,1,13,107,0,7,11,27,33
942,114915,22,1,13,496,0,7,4,53,39
943,26876,12,1,6,245,0,8,16,12,20
944,118970,15,1,19,245,0,7,8,50,7
945,197789,3,1,13,417,0,6,16,9,26
946,197177,3,1,1,280,0,8,16,6,17
947,45463,3,1,13,480,0,9,4,6,23
948,202128,14,1,19,349,0,8,15,24,28
949,41287,9,1,13,466,0,8,20,4,29
950,31240,2,1,37,364,0,8,9,47,39
951,63093,26,1,28,121,0,9,14,46,31
952,34396,12,1,10,328,0,7,0,41,32
953,46351,2,1,19,435,0,7,23,38,26
954,120789,9,1,13,466,0,8,15,5,31
955,146060,21,1,14,128,0,8,16,10,3
956,110032,3,1,22,379,0,7,12,2,50
957,8314,2,1,13,469,0,8,1,29,0
958,91274,15,1,20,245,0,6,16,47,47
959,125222,3,2,19,211,0,9,3,51,17
960,81263,12,1,9,259,0,8,17,35,16
961,22352,2,1,22,236,0,8,2,24,15
962,37145,12,1,13,265,0,8,11,11,30
963,56285,9,1,18,442,0,8,13,11,58
964,203383,3,1,13,280,0,7,5,50,19
965,91734,18,1,42,107,0,7,5,0,9
966,84793,2,1,20,435,0,7,5,56,37
967,79881,28,1,13,317,0,9,9,9,23
968,95222,64,1,18,459,0,8,2,33,42
969,77182,12,1,10,135,0,9,11,32,58
970,14285,9,1,46,448,0,9,11,0,14
971,49582,3,1,19,280,0,8,14,14,7
972,198707,2,1,19,237,0,7,5,35,8
973,87879,3,1,17,424,0,8,14,9,19
974,168863,2,1,20,452,0,7,15,9,49
975,21074,27,1,9,153,0,7,5,27,16
976,49426,9,1,13,244,0,8,13,37,47
977,83668,3,1,23,211,0,9,7,3,23
978,5299,18,1,41,439,0,8,12,32,42
979,24962,13,1,32,477,0,9,8,18,31
980,32472,20,1,13,478,0,9,6,1,14
981,43928,3,1,37,452,0,9,9,14,46
982,8208,12,1,13,265,0,8,23,12,53
983,71740,12,1,19,497,0,9,10,28,25
984,101342,9,1,17,134,0,9,6,47,33
985,7275,9,1,13,232,0,9,1,12,41
986,101424,13,1,19,469,0,8,10,11,0
987,116384,14,1,12,463,0,8,0,10,58
988,81412,9,1,10,244,0,9,15,38,25
989,87012,9,1,10,442,0,6,17,36,27
990,37776,12,1,17,328,0,8,5,31,19
991,212322,3,1,17,211,0,9,8,59,36
992,345224,9,1,20,466,0,9,4,20,26
993,35317,14,1,13,134,0,7,11,12,29
994,161341,18,1,13,121,0,6,17,46,51
995,10716,12,1,26,178,0,8,0,54,22
996,4744,1,1,4,134,0,8,6,24,53
997,120721,1,1,13,134,0,6,21,40,57
998,118582,14,1,17,489,0,9,14,19,10
999,105679,12,1,13,497,0,7,14,48,46
1000,100275,12,1,13,245,0,7,3,58,43
1001,120312,12,1,13,178,0,9,10,20,7
1002,61566,6,1,18,125,0,7,14,59,15
1003,170767,18,1,6,121,0,9,11,50,59
1004,62954,18,1,26,439,0,7,14,30,58
1005,2095,3,1,17,280,0,7,15,45,14
1006,3196,3,1,20,280,0,9,6,7,58
1007,121966,12,1,37,242,0,9,6,48,17
1008,175506,15,1,6,245,0,7,6,12,13
1009,67772,12,1,19,326,0,7,9,26,5
1010,93430,3,1,19,280,0,7,5,48,9
1011,47273,15,1,13,315,0,7,11,18,39
1012,191797,23,1,19,153,0,8,16,46,28
1013,79740,18,1,22,439,0,9,14,16,25
1014,113497,2,1,9,452,0,7,6,29,45
1015,73487,12,1,26,259,0,8,1,55,31
1016,183004,1,1,16,439,0,7,11,10,7
1017,122868,8,1,15,145,0,9,7,15,24
1018,81419,9,1,19,466,0,9,13,53,49
1019,43827,3,1,20,135,0,9,10,31,36
1020,82069,13,1,13,477,0,7,11,0,41
1021,73487,15,1,13,245,0,7,2,5,1
1022,33703,12,1,41,245,0,7,15,15,40
1023,60298,9,1,25,466,0,9,0,20,41
1024,213553,3,1,22,317,0,8,7,32,39
1025,149223,14,1,20,379,0,9,5,19,40
1026,24000,18,1,18,107,0,7,15,29,25
1027,37515,12,1,13,19,0,7,7,15,42
1028,5348,15,2,36,386,0,8,5,36,49
1029,18927,3,1,17,280,0,8,22,59,7
1030,198573,18,1,18,107,0,7,12,26,53
1031,209663,2,2,10,205,0,7,8,15,35
1032,50131,3,1,6,137,0,7,15,34,31
1033,87073,28,1,13,135,0,9,10,54,51
1034,76880,21,1,20,232,0,8,12,23,41
1035,66184,18,1,19,107,0,9,0,33,2
1036,11540,18,1,18,107,0,7,2,2,15
1037,334383,15,1,19,111,0,9,9,25,8
1038,64187,3,1,23,480,0,9,15,26,17
1039,25009,3,2,49,421,0,9,15,26,57
1040,93011,12,1,19,265,0,7,11,19,30
1041,12524,2,1,17,435,0,8,2,29,8
1042,124166,11,1,18,137,0,9,5,57,29
1043,64047,21,1,27,128,0,9,6,45,57
1044,119422,2,1,13,212,0,8,8,22,51
1045,114719,47,1,17,484,0,9,12,39,25
1046,119693,3,1,17,135,0,8,6,56,59
1047,117021,2,1,25,477,0,9,15,57,49
1048,7944,21,1,6,128,0,9,4,9,48
1049,68930,1,1,16,13,0,8,2,34,33
1050,43476,18,1,9,107,0,8,23,44,44
1051,83860,13,1,27,400,0,7,8,56,47
1052,81922,3,1,41,280,0,7,0,51,38
1053,202524,8,1,16,145,0,7,2,58,28
1054,275009,18,1,13,107,0,8,13,38,51
1055,119531,15,1,18,379,0,8,23,53,31
1056,32703,18,1,19,134,0,9,7,41,59
1057,273562,3,1,13,280,0,8,5,35,15
1058,29785,3,1,19,280,0,8,7,58,25
1059,84182,14,1,20,349,0,8,3,23,49
1060,104838,9,1,19,334,0,9,10,58,18
1061,188863,12,1,1,178,0,7,8,57,5
1062,230256,12,1,19,105,0,8,1,7,17
1063,5641,1,1,8,134,0,7,7,23,48
1064,111299,18,1,1,107,0,7,2,40,8
1065,44067,6,1,13,459,0,7,9,49,2
1066,178928,21,1,19,128,0,7,6,58,52
1067,199672,12,1,17,178,0,7,7,44,0
1068,32487,9,2,65,442,0,7,18,17,37
1069,27794,12,1,13,259,0,9,15,25,36
1070,183319,9,1,19,334,0,9,4,16,35
1071,68963,14,1,19,489,0,9,3,15,34
1072,55931,2,1,9,469,0,7,22,56,45
1073,113563,1,1,19,118,0,8,0,24,34
1074,105429,8,1,10,145,0,9,6,9,9
1075,50565,15,1,19,245,0,8,16,17,17
1076,73516,3,1,1,153,0,8,8,30,43
1077,164128,3,1,19,135,0,7,7,14,46
1078,3262,3,1,41,211,0,8,20,53,32
1079,83774,12,1,13,259,0,7,13,37,59
1080,157880,15,1,13,315,0,7,15,10,28
1081,76012,3,1,41,280,0,8,13,27,50
1082,35568,12,1,23,340,0,9,14,4,11
1083,11797,3,1,22,280,0,8,10,30,49
1084,37852,26,1,19,121,0,7,23,41,42
1085,56155,2,1,41,477,0,8,3,19,24
1086,48282,9,1,11,215,0,6,22,43,0
1087,118393,2,1,19,469,0,8,0,49,52
1088,53843,8,1,6,145,0,9,0,16,25
1089,205569,23,1,13,153,0,8,3,23,15
1090,98344,8,1,13,145,0,9,13,49,7
1091,123819,22,1,8,116,0,8,10,49,10
1092,95196,12,1,6,259,0,8,16,16,51
1093,49602,9,1,10,442,0,7,15,53,19
1094,208669,26,1,13,266,0,7,9,57,7
1095,54157,3,1,13,280,0,8,11,10,45
1096,69266,2,1,13,377,0,9,3,57,13
1097,38604,12,1,22,178,0,6,16,9,34
1098,192120,22,1,22,496,0,7,8,26,39
1099,105964,18,1,15,107,0,9,3,27,25
1100,109240,3,1,13,480,0,9,8,58,8
1101,29678,12,1,1,178,0,7,5,51,29
1102,111638,9,1,27,442,0,9,8,57,18
1103,100712,3,1,19,442,0,9,9,13,24
1104,7749,3,1,17,115,0,9,2,47,53
1105,116530,5,1,19,377,0,8,23,18,6
1106,110472,3,1,3,280,0,7,2,58,12
1107,255,9,1,66,215,0,9,10,39,33
1108,103115,2,1,13,477,0,9,8,38,24
1109,59062,11,1,53,325,0,8,23,0,28
1110,110589,6,1,6,459,0,6,23,3,34
1111,105475,6,1,25,459,0,7,12,21,40
1112,109458,15,1,19,245,0,8,3,7,14
1113,201930,2,1,18,236,0,9,5,36,12
1114,174608,2,1,13,477,0,7,1,0,40
1115,15335,2,1,13,122,0,7,13,27,30
1116,208260,24,1,17,105,0,7,5,5,21
1117,100212,24,1,10,105,0,8,14,37,56
1118,46648,2,1,22,122,0,8,15,28,9
1119,144427,9,1,31,489,0,9,1,39,37
1120,139943,12,1,13,259,0,7,11,0,26
1121,53454,14,1,13,134,0,8,4,12,40
1122,3241,8,1,13,145,0,6,23,55,26
1123,40342,9,1,6,466,0,9,15,0,41
1124,75727,15,1,17,245,0,7,13,1,22
1125,78959,18,1,25,126,0,6,17,35,18
1126,181830,22,1,13,116,0,9,8,1,43
1127,118950,3,1,13,280,0,9,2,10,35
1128,103106,12,1,20,265,0,7,10,21,30
1129,58442,3,1,18,280,0,9,6,30,35
1130,280824,3,1,13,280,0,8,6,21,56
1131,29865,12,1,19,328,0,8,0,51,50
1132,114878,2,1,19,205,0,8,23,41,52
1133,43661,13,1,13,477,0,8,22,58,6
1134,70446,3,1,22,211,0,9,3,44,9
1135,129434,29,1,13,343,0,6,22,15,28
1136,59508,18,1,22,107,0,8,14,17,25
1137,44615,11,1,10,325,0,6,19,20,28
1138,108881,10,1,19,377,0,7,23,10,16
1139,122432,9,1,17,134,0,8,5,28,28
1140,4451,27,1,8,153,0,8,0,2,15
1141,19819,1,1,13,377,0,6,23,6,28
1142,240848,18,1,17,107,0,8,3,41,59
1143,29540,8,1,13,145,0,9,9,13,15
1144,85625,2,1,19,477,0,8,10,24,59
1145,53454,12,1,37,265,0,8,16,54,24
1146,16426,15,1,41,315,0,7,14,13,4
1147,5314,3,1,27,137,0,9,4,37,33
1148,154891,2,1,19,452,0,7,3,28,16
1149,73302,3,1,53,489,0,6,22,47,55
1150,50374,3,1,19,452,0,9,7,55,29
1151,91040,1,1,35,153,0,7,10,6,21
1152,77970,27,1,18,153,0,8,5,5,25
1153,50560,3,1,22,280,0,8,11,30,5
1154,88743,7,1,19,101,0,9,6,50,37
1155,5314,9,1,18,107,0,9,11,35,31
1156,94031,8,1,17,145,0,9,9,58,56
1157,8391,13,1,14,477,0,8,15,28,28
1158,55852,14,1,17,463,0,9,7,7,42
1159,123994,12,1,19,259,0,9,5,51,41
1160,119531,12,2,13,178,0,8,9,0,59
1161,82427,9,1,37,244,0,9,11,34,12
1162,8171,9,1,17,445,0,8,22,8,28
1163,118190,12,1,19,178,0,9,11,2,46
1164,38692,3,1,19,280,0,9,4,7,29
1165,21894,13,1,18,477,0,9,3,18,8
1166,73487,18,1,20,107,0,9,7,24,28
1167,5729,9,1,8,466,0,7,11,26,14
1168,102264,9,1,13,445,0,7,16,35,43
1169,154431,18,1,20,107,0,8,23,6,1
1170,76460,3,1,3,280,0,7,0,59,31
1171,99761,15,1,19,3,0,7,4,38,56
1172,22978,3,1,19,280,0,7,3,39,31
1173,70896,8,1,19,145,0,9,10,49,42
1174,156608,3,1,20,280,0,7,4,32,23
1175,115230,18,1,13,107,0,7,15,15,15
1176,8049,3,1,14,280,0,7,1,49,22
1177,121357,14,1,13,442,0,8,13,2,9
1178,88050,15,1,41,480,0,9,4,30,57
1179,90469,15,1,13,245,0,7,16,35,0
1180,27993,9,1,15,253,0,8,2,8,40
1181,200358,15,1,13,153,0,7,5,42,3
1182,79857,8,1,3,145,0,7,4,41,29
1183,141171,12,1,13,328,0,7,23,1,10
1184,72005,13,1,13,477,0,7,6,56,12
1185,108918,9,1,13,134,0,8,2,51,51
1186,79881,12,1,19,205,0,9,11,0,28
1187,54541,14,1,17,401,0,7,8,21,44
1188,15547,8,1,13,140,0,9,7,12,41
1189,29748,9,1,16,334,0,8,13,39,10
1190,36904,2,1,19,477,0,8,5,12,22
1191,77048,2,1,13,237,0,9,12,44,46
1192,10274,12,1,19,259,0,7,6,40,45
1193,66033,9,1,8,334,0,6,17,41,54
1194,28082,3,1,13,137,0,9,4,41,11
1195,90855,12,1,13,259,0,7,15,4,43
1196,50099,9,1,13,334,0,7,11,36,32
1197,114235,1,2,79,125,0,9,15,2,13
1198,73729,12,1,20,178,0,7,2,17,19
1199,23183,20,1,14,259,0,7,18,8,53
1200,172522,2,1,13,477,0,7,5,49,20
1201,48961,3,1,25,452,0,8,5,6,3
1202,169885,18,1,37,107,0,7,11,7,34
